species,ratio,lag_mode,extinction_mode,max_endpoint_log10_difference,both_initial_conditions_converged,survival_class_differs,relative_composition_l1
Col,11.513953993264469,off,hard_extinction,0.0,True,False,0.0
Col,11.513953993264469,off,no_extinction_control,0.0,True,False,0.0
Col,11.513953993264469,on,hard_extinction,0.0,True,False,0.0
Col,11.513953993264469,on,no_extinction_control,0.0,True,False,0.0
Col,12.648552168552959,off,hard_extinction,0.0,True,False,0.0
Col,12.648552168552959,off,no_extinction_control,0.0,True,False,0.0
Col,12.648552168552959,on,hard_extinction,0.0,True,False,0.0
Col,12.648552168552959,on,no_extinction_control,0.0,True,False,0.0
Col,13.894954943731374,off,hard_extinction,0.0,True,False,0.0
Col,13.894954943731374,off,no_extinction_control,0.0,True,False,0.0
Col,13.894954943731374,on,hard_extinction,0.0,True,False,0.0
Col,13.894954943731374,on,no_extinction_control,0.0,True,False,0.0
Col,15.264179671752318,off,hard_extinction,0.0,True,False,0.0
Col,15.264179671752318,off,no_extinction_control,0.0,True,False,0.0
Col,15.264179671752318,on,hard_extinction,0.0,True,False,0.0
Col,15.264179671752318,on,no_extinction_control,0.0,True,False,0.0
Col,16.768329368110066,off,hard_extinction,0.0,True,False,0.0
Col,16.768329368110066,off,no_extinction_control,0.0,True,False,0.0
Col,16.768329368110066,on,hard_extinction,0.0,True,False,0.0
Col,16.768329368110066,on,no_extinction_control,0.0,True,False,0.0
Col,18.420699693267146,off,hard_extinction,0.0,True,False,0.0
Col,18.420699693267146,off,no_extinction_control,0.0,True,False,0.0
Col,18.420699693267146,on,hard_extinction,0.0,True,False,0.0
Col,18.420699693267146,on,no_extinction_control,0.0,True,False,0.0
Col,20.235896477251554,off,hard_extinction,0.0,True,False,0.0
Col,20.235896477251554,off,no_extinction_control,0.0,True,False,0.0
Col,20.235896477251554,on,hard_extinction,0.0,True,False,0.0
Col,20.235896477251554,on,no_extinction_control,0.0,True,False,0.0
Col,22.229964825261934,off,hard_extinction,0.0,True,False,0.0
